,Unnamed: 0,cantonName,faction,party,birthDate,firstName,lastName,gender,entryDate
240,1345,SG,None,UDC,1952-12-01T00:00:00Z,Thomas,Müller,m,2006-12-04T00:00:00Z
241,1346,VD,RL,PLR,1970-12-30T00:00:00Z,Isabelle,Moret,f,2006-12-04T00:00:00Z
242,3905,VS,None,PDC,1962-07-16T00:00:00Z,Roberto,Schmidt,m,2007-12-03T00:00:00Z
243,3907,VD,G,VERT-E-S,1971-12-15T00:00:00Z,Adèle,Thorens Goumaz,f,2007-12-03T00:00:00Z
244,3910,BE,V,UDC,1958-12-30T00:00:00Z,Erich,von Siebenthal,m,2007-12-03T00:00:00Z
245,3912,BE,RL,PLR,1981-06-30T00:00:00Z,Christian,Wasserfallen,m,2007-12-03T00:00:00Z
246,3923,VD,S,PSS,1973-03-10T00:00:00Z,Ada,Marra,f,2007-12-03T00:00:00Z
247,3931,ZH,None,pvl,1954-07-14T00:00:00Z,Thomas,Weibel,m,2007-12-10T00:00:00Z
248,354,GR,None,PSS,1952-02-08T00:00:00Z,Silva,Semadeni,f,1995-12-04T00:00:00Z
249,3999,ZH,G,VERT-E-S,1959-10-12T00:00:00Z,Katharina,Prelicz-Huber,f,2008-09-15T00:00:00Z
250,4008,GL,M-E,M-E,1968-06-30T00:00:00Z,Martin,Landolt,m,2009-03-02T00:00:00Z
251,4018,NE,None,PSS,1957-05-27T00:00:00Z,Jacques-André,Maire,m,2009-09-21T00:00:00Z
252,4025,SG,V,UDC,1965-10-08T00:00:00Z,Roland Rino,Büchel,m,2010-03-01T00:00:00Z
253,4030,LU,S,PSS,1959-02-04T00:00:00Z,Prisca,Birrer-Heimo,f,2010-05-31T00:00:00Z
254,4031,ZH,None,PEV,1948-05-23T00:00:00Z,Maja,Ingold,f,2010-05-31T00:00:00Z
255,4032,BS,None,PSS,1964-07-12T00:00:00Z,Beat,Jans,m,2010-05-31T00:00:00Z
256,4036,BE,M-E,PEV,1957-08-17T00:00:00Z,Marianne,Streiff-Feller,f,2010-09-13T00:00:00Z
257,1108,VD,None,UDC,1959-11-09T00:00:00Z,Guy,Parmelin,m,2003-12-01T00:00:00Z
258,4040,BL,M-E,M-E,1964-02-19T00:00:00Z,Elisabeth,Schneider-Schneiter,f,2010-11-29T00:00:00Z
259,4042,BS,None,UDC,1973-09-02T00:00:00Z,Sebastian,Frehner,m,2010-11-29T00:00:00Z
260,1109,ZG,M-E,M-E,1962-10-01T00:00:00Z,Gerhard,Pfister,m,2003-12-01T00:00:00Z
261,4045,BE,None,PSS,1965-06-19T00:00:00Z,Corrado,Pardini,m,2011-05-30T00:00:00Z
262,4046,TI,V,Lega,1974-11-05T00:00:00Z,Lorenzo,Quadri,m,2011-05-30T00:00:00Z
263,4049,BE,S,PSS,1967-10-18T00:00:00Z,Matthias,Aebischer,m,2011-12-05T00:00:00Z
264,4051,BL,V,UDC,1966-07-29T00:00:00Z,Thomas,de Courten,m,2011-12-05T00:00:00Z
265,4052,SG,M-E,M-E,1967-04-19T00:00:00Z,Markus,Ritter,m,2011-12-05T00:00:00Z
266,4053,ZG,V,UDC,1979-01-13T00:00:00Z,Thomas,Aeschi,m,2011-12-05T00:00:00Z
267,1111,LU,None,UDC,1958-01-22T00:00:00Z,Felix,Müri,m,2003-12-01T00:00:00Z
268,4054,LU,None,None,1955-06-26T00:00:00Z,Albert,Vitali,m,2011-12-05T00:00:00Z
269,4056,AI,M-E,M-E,1960-08-22T00:00:00Z,Daniel,Fässler,m,2011-12-05T00:00:00Z
270,1119,FR,None,UDC,1950-06-28T00:00:00Z,Jean-François,Rime,m,2003-12-01T00:00:00Z
271,4058,ZH,S,PSS,1961-11-12T00:00:00Z,Jacqueline,Badran,f,2011-12-05T00:00:00Z
272,4059,AG,GL,pvl,1965-01-21T00:00:00Z,Beat,Flach,m,2011-12-05T00:00:00Z
273,4060,BL,RL,PLR,1967-09-19T00:00:00Z,Daniela,Schneeberger,f,2011-12-05T00:00:00Z
274,4061,ZH,None,PSS,1956-04-02T00:00:00Z,Thomas,Hardegger,m,2011-12-05T00:00:00Z
275,4057,AG,S,PSS,1986-02-19T00:00:00Z,Cédric,Wermuth,m,2011-12-05T00:00:00Z
276,4063,SO,M-E,M-E,1976-06-17T00:00:00Z,Stefan,Müller-Altermatt,m,2011-12-05T00:00:00Z
277,4065,BE,V,UDC,1980-02-14T00:00:00Z,Nadja,Umbricht Pieren,f,2011-12-05T00:00:00Z
278,4066,ZH,None,PBD,1957-07-18T00:00:00Z,Rosmarie,Quadranti,f,2011-12-05T00:00:00Z
279,4067,GR,None,UDC,1955-09-06T00:00:00Z,Heinz,Brand,m,2011-12-05T00:00:00Z
280,4069,AG,S,PSS,1966-03-21T00:00:00Z,Yvonne,Feri,f,2011-12-05T00:00:00Z
281,4070,GR,M-E,M-E,1980-08-20T00:00:00Z,Martin,Candinas,m,2011-12-05T00:00:00Z
282,487,BL,None,PSS,1948-03-06T00:00:00Z,Susanne,Leutenegger Oberholzer,f,1987-12-01T00:00:00Z
283,4072,TI,M-E,M-E,1962-06-22T00:00:00Z,Fabio,Regazzi,m,2011-12-05T00:00:00Z
284,4073,TI,None,Lega,1965-09-19T00:00:00Z,Roberta,Pantani,f,2011-12-05T00:00:00Z
285,4074,JU,S,PSS,1957-11-20T00:00:00Z,Pierre-Alain,Fridez,m,2011-12-05T00:00:00Z
286,4071,BE,None,PBD,1955-03-15T00:00:00Z,Urs,Gasche,m,2011-12-05T00:00:00Z
287,4076,SO,None,PSS,1967-02-06T00:00:00Z,Philipp,Hadorn,m,2011-12-05T00:00:00Z
288,4077,VD,RL,PLR,1974-08-30T00:00:00Z,Olivier,Feller,m,2011-12-05T00:00:00Z
289,491,VD,S,PSS,1968-03-16T00:00:00Z,Pierre-Yves,Maillard,m,1999-12-06T00:00:00Z
290,4079,VD,None,PLR,1970-12-04T00:00:00Z,Fathi,Derder,m,2011-12-05T00:00:00Z
291,4082,AG,None,PBD,1972-06-10T00:00:00Z,Bernhard,Guhl,m,2011-12-05T00:00:00Z
292,4083,BE,GL,pvl,1969-08-24T00:00:00Z,Jürg,Grossen,m,2011-12-05T00:00:00Z
293,4084,ZG,None,PLR,1951-03-04T00:00:00Z,Bruno,Pezzatti,m,2011-12-05T00:00:00Z
294,4085,OW,None,csp-ow,1956-03-24T00:00:00Z,Karl,Vogler,m,2011-12-05T00:00:00Z
295,4086,VS,None,PDC,1977-07-12T00:00:00Z,Yannick,Buttet,m,2011-12-05T00:00:00Z
296,4087,JU,M-E,M-E,1952-10-31T00:00:00Z,Jean-Paul,Gschwind,m,2011-12-05T00:00:00Z
297,502,ZH,None,PDC,1952-10-21T00:00:00Z,Kathy,Riklin,f,1999-12-06T00:00:00Z
298,4089,LU,GL,pvl,1965-04-05T00:00:00Z,Roland,Fischer,m,2011-12-05T00:00:00Z
299,4090,GE,V,UDC,1979-03-15T00:00:00Z,Céline,Amaudruz,f,2011-12-05T00:00:00Z
300,4091,VS,None,PSS,1987-09-07T00:00:00Z,Mathias,Reynard,m,2011-12-05T00:00:00Z
301,4093,ZH,G,VERT-E-S,1972-02-12T00:00:00Z,Balthasar,Glättli,m,2011-12-05T00:00:00Z
302,4094,BE,M-E,M-E,1961-06-28T00:00:00Z,Lorenz,Hess,m,2011-12-05T00:00:00Z
303,4095,BE,G,VERT-E-S,1962-03-02T00:00:00Z,Regula,Rytz,f,2011-12-05T00:00:00Z
